"Date","Value"
"03/03/2020",3003.37
"03/04/2020",3130.12
"03/05/2020",3023.94
"03/06/2020",2972.37
"03/09/2020",2746.56
"03/10/2020",2882.23
"03/11/2020",2741.38
"03/12/2020",2480.64
"03/13/2020",2711.02
"03/16/2020",2386.13
"03/17/2020",2529.19
"03/18/2020",2398.1
"03/19/2020",2409.39
"03/20/2020",2304.92
"03/23/2020",2237.4
"03/24/2020",2447.33
"03/25/2020",2475.56
"03/26/2020",2630.07
"03/27/2020",2541.47
"03/30/2020",2626.65
"03/31/2020",2584.59
"04/01/2020",2470.5
"04/02/2020",2526.9
"04/03/2020",2488.65
"04/06/2020",2663.68
"04/07/2020",2659.41
"04/08/2020",2749.98
"04/09/2020",2789.82
"04/13/2020",2761.63
"04/14/2020",2846.06
"04/15/2020",2783.36
"04/16/2020",2799.55
"04/17/2020",2874.56
"04/20/2020",2823.16
"04/21/2020",2736.56
"04/22/2020",2799.31
"04/23/2020",2797.8
"04/24/2020",2836.74
"04/27/2020",2878.48
"04/28/2020",2863.39
"04/29/2020",2939.51
"04/30/2020",2912.43
"05/01/2020",2830.71
"05/04/2020",2842.74
"05/05/2020",2868.44
"05/06/2020",2848.42
"05/07/2020",2881.19
"05/08/2020",2929.8
"05/11/2020",2930.32
"05/12/2020",2870.12
"05/13/2020",2820
"05/14/2020",2852.5
"05/15/2020",2863.7
"05/18/2020",2953.91
"05/19/2020",2922.94
"05/20/2020",2971.61
"05/21/2020",2948.51
"05/22/2020",2955.45
"05/26/2020",2991.77
"05/27/2020",3036.13
"05/28/2020",3029.73
"05/29/2020",3044.31
"06/01/2020",3055.73
"06/02/2020",3080.82
"06/03/2020",3122.87
"06/04/2020",3112.35
"06/05/2020",3193.93
"06/08/2020",3232.39
"06/09/2020",3207.18
"06/10/2020",3190.14
"06/11/2020",3002.1
"06/12/2020",3041.31
"06/15/2020",3066.59
"06/16/2020",3124.74
"06/17/2020",3113.49
"06/18/2020",3115.34
"06/19/2020",3097.74
"06/22/2020",3117.86
"06/23/2020",3131.29
"06/24/2020",3050.33
"06/25/2020",3083.76
"06/26/2020",3009.05
"06/29/2020",3053.24
"06/30/2020",3100.29
"07/01/2020",3115.86
"07/02/2020",3130.01
"07/06/2020",3179.72
"07/07/2020",3145.32
"07/08/2020",3169.94
"07/09/2020",3152.05
"07/10/2020",3185.04
"07/13/2020",3155.22
"07/14/2020",3197.52
"07/15/2020",3226.56
"07/16/2020",3215.57
"07/17/2020",3224.73
"07/20/2020",3251.84
"07/21/2020",3257.3
"07/22/2020",3276.02
"07/23/2020",3235.66
"07/24/2020",3215.63
"07/27/2020",3239.41
"07/28/2020",3218.44
"07/29/2020",3258.44
"07/30/2020",3246.22
"07/31/2020",3271.12
"08/03/2020",3294.61
"08/04/2020",3306.51
"08/05/2020",3327.77
"08/06/2020",3349.16
"08/07/2020",3351.28
"08/10/2020",3360.47
"08/11/2020",3333.69
"08/12/2020",3380.35
"08/13/2020",3373.43
"08/14/2020",3372.85
"08/17/2020",3381.99
"08/18/2020",3389.78
"08/19/2020",3374.85
"08/20/2020",3385.51
"08/21/2020",3397.16
"08/24/2020",3431.28
"08/25/2020",3443.62
"08/26/2020",3478.73
"08/27/2020",3484.55
"08/28/2020",3508.01
"08/31/2020",3500.31
"09/01/2020",3526.65
"09/02/2020",3580.84
"09/03/2020",3455.06
"09/04/2020",3426.96
"09/08/2020",3331.84
"09/09/2020",3398.96
"09/10/2020",3339.19
"09/11/2020",3340.97
"09/14/2020",3383.54
"09/15/2020",3401.2
"09/16/2020",3385.49
"09/17/2020",3357.01
"09/18/2020",3319.47
"09/21/2020",3281.06
"09/22/2020",3315.57
"09/23/2020",3236.92
"09/24/2020",3246.59
"09/25/2020",3298.46
"09/28/2020",3351.6
"09/29/2020",3335.47
"09/30/2020",3363
"10/01/2020",3380.8
"10/02/2020",3348.44
"10/05/2020",3408.63
"10/06/2020",3360.95
"10/07/2020",3419.45
"10/08/2020",3446.83
"10/09/2020",3477.13
"10/12/2020",3534.22
"10/13/2020",3511.93
"10/14/2020",3488.67
"10/15/2020",3483.34
"10/16/2020",3483.81
"10/19/2020",3426.92
"10/20/2020",3443.12
"10/21/2020",3435.56
"10/22/2020",3453.49
"10/23/2020",3465.39
"10/26/2020",3400.97
"10/27/2020",3390.68
"10/28/2020",3271.03
"10/29/2020",3310.11
"10/30/2020",3269.96
"11/02/2020",3310.24
"11/03/2020",3369.16
"11/04/2020",3443.44
"11/05/2020",3510.45
"11/06/2020",3509.44
"11/09/2020",3550.5
"11/10/2020",3545.53
"11/11/2020",3572.66
"11/12/2020",3537.01
"11/13/2020",3585.15
"11/16/2020",3626.91
"11/17/2020",3609.53
"11/18/2020",3567.79
"11/19/2020",3581.87
"11/20/2020",3557.54
"11/23/2020",3577.59
"11/24/2020",3635.41
"11/25/2020",3629.65
"11/27/2020",3638.35
"11/30/2020",3621.63
"12/01/2020",3662.45
"12/02/2020",3669.01
"12/03/2020",3666.72
"12/04/2020",3699.12
"12/07/2020",3691.96
"12/08/2020",3702.25
"12/09/2020",3672.82
"12/10/2020",3668.1
"12/11/2020",3663.46
"12/14/2020",3647.49
"12/15/2020",3694.62
"12/16/2020",3701.17
"12/17/2020",3722.48
"12/18/2020",3709.41
"12/21/2020",3694.92
"12/22/2020",3687.26
"12/23/2020",3690.01
"12/24/2020",3703.06
"12/28/2020",3735.36
"12/29/2020",3727.04
"12/30/2020",3732.04
"12/31/2020",3756.07
"01/04/2021",3700.65
"01/05/2021",3726.86
"01/06/2021",3748.14
"01/07/2021",3803.79
"01/08/2021",3824.68
"01/11/2021",3799.61
"01/12/2021",3801.19
"01/13/2021",3809.84
"01/14/2021",3795.54
"01/15/2021",3768.25
"01/19/2021",3798.91
"01/20/2021",3851.85
"01/21/2021",3853.07
"01/22/2021",3841.47
"01/25/2021",3855.36
"01/26/2021",3849.62
"01/27/2021",3750.77
"01/28/2021",3787.38
"01/29/2021",3714.24
"02/01/2021",3773.86
"02/02/2021",3826.31
"02/03/2021",3830.17
"02/04/2021",3871.74
"02/05/2021",3886.83
"02/08/2021",3915.59
"02/09/2021",3911.23
"02/10/2021",3909.88
"02/11/2021",3916.38
"02/12/2021",3934.83
"02/16/2021",3932.59
"02/17/2021",3931.33
"02/18/2021",3913.97
"02/19/2021",3906.71
"02/22/2021",3876.5
"02/23/2021",3881.37
"02/24/2021",3925.43
"02/25/2021",3829.34
"02/26/2021",3811.15
"03/01/2021",3901.82
"03/02/2021",3870.29
"03/03/2021",3819.72
"03/04/2021",3768.47
"03/05/2021",3841.94
"03/08/2021",3821.35
"03/09/2021",3875.44
"03/10/2021",3898.81
"03/11/2021",3939.34
"03/12/2021",3943.34
"03/15/2021",3968.94
"03/16/2021",3962.71
"03/17/2021",3974.12
"03/18/2021",3915.46
"03/19/2021",3913.1
"03/22/2021",3940.59
"03/23/2021",3910.52
"03/24/2021",3889.14
"03/25/2021",3909.52
"03/26/2021",3974.54
"03/29/2021",3971.09
"03/30/2021",3958.55
"03/31/2021",3972.89
"04/01/2021",4019.87
"04/05/2021",4077.91
"04/06/2021",4073.94
"04/07/2021",4079.95
"04/08/2021",4097.17
"04/09/2021",4128.8
"04/12/2021",4127.99
"04/13/2021",4141.59
"04/14/2021",4124.66
"04/15/2021",4170.42
"04/16/2021",4185.47
"04/19/2021",4163.26
"04/20/2021",4134.94
"04/21/2021",4173.42
"04/22/2021",4134.98
"04/23/2021",4180.17
"04/26/2021",4187.62
"04/27/2021",4186.72
"04/28/2021",4183.18
"04/29/2021",4211.47
"04/30/2021",4181.17
"05/03/2021",4192.66
"05/04/2021",4164.66
"05/05/2021",4167.59
"05/06/2021",4201.62
"05/07/2021",4232.6
"05/10/2021",4188.43
"05/11/2021",4152.1
"05/12/2021",4063.04
"05/13/2021",4112.5
"05/14/2021",4173.85
"05/17/2021",4163.29
"05/18/2021",4127.83
"05/19/2021",4115.68
"05/20/2021",4159.12
"05/21/2021",4155.86
"05/24/2021",4197.05
"05/25/2021",4188.13
"05/26/2021",4195.99
"05/27/2021",4200.88
"05/28/2021",4204.11
"06/01/2021",4202.04
"06/02/2021",4208.12
"06/03/2021",4192.85
"06/04/2021",4229.89
"06/07/2021",4226.52
"06/08/2021",4227.26
"06/09/2021",4219.55
"06/10/2021",4239.18
"06/11/2021",4247.44
"06/14/2021",4255.15
"06/15/2021",4246.59
"06/16/2021",4223.7
"06/17/2021",4221.86
"06/18/2021",4166.45
"06/21/2021",4224.79
"06/22/2021",4246.44
"06/23/2021",4241.84
"06/24/2021",4266.49
"06/25/2021",4280.7
"06/28/2021",4290.61
"06/29/2021",4291.8
"06/30/2021",4297.5
"07/01/2021",4319.94
"07/02/2021",4352.34
"07/06/2021",4343.54
"07/07/2021",4358.13
"07/08/2021",4320.82
"07/09/2021",4369.55
"07/12/2021",4384.63
"07/13/2021",4369.21
"07/14/2021",4374.3
"07/15/2021",4360.03
"07/16/2021",4327.16
"07/19/2021",4258.49
"07/20/2021",4323.06
"07/21/2021",4358.69
"07/22/2021",4367.48
"07/23/2021",4411.79
"07/26/2021",4422.3
"07/27/2021",4401.46
"07/28/2021",4400.64
"07/29/2021",4419.15
"07/30/2021",4395.26
"08/02/2021",4387.16
"08/03/2021",4423.15
"08/04/2021",4402.66
"08/05/2021",4429.1
"08/06/2021",4436.52
"08/09/2021",4432.35
"08/10/2021",4436.75
"08/11/2021",4447.7
"08/12/2021",4460.83
"08/13/2021",4468
"08/16/2021",4479.71
"08/17/2021",4448.08
"08/18/2021",4400.27
"08/19/2021",4405.8
"08/20/2021",4441.67
"08/23/2021",4479.53
"08/24/2021",4486.23
"08/25/2021",4496.19
"08/26/2021",4470
"08/27/2021",4509.37
"08/30/2021",4528.79
"08/31/2021",4522.68
"09/01/2021",4524.09
"09/02/2021",4536.95
"09/03/2021",4535.43
"09/07/2021",4520.03
"09/08/2021",4514.07
"09/09/2021",4493.28
"09/10/2021",4458.58
"09/13/2021",4468.73
"09/14/2021",4443.05
"09/15/2021",4480.7
"09/16/2021",4473.75
"09/17/2021",4432.99
"09/20/2021",4357.73
"09/21/2021",4354.19
"09/22/2021",4395.64
"09/23/2021",4448.98
"09/24/2021",4455.48
"09/27/2021",4443.11
"09/28/2021",4352.63
"09/29/2021",4359.46
"09/30/2021",4307.54
"10/01/2021",4357.04
"10/04/2021",4300.46
"10/05/2021",4345.72
"10/06/2021",4363.55
"10/07/2021",4399.76
"10/08/2021",4391.34
"10/11/2021",4361.19
"10/12/2021",4350.65
"10/13/2021",4363.8
"10/14/2021",4438.26
"10/15/2021",4471.37
"10/18/2021",4486.46
"10/19/2021",4519.63
"10/20/2021",4536.19
"10/21/2021",4549.78
"10/22/2021",4544.9
"10/25/2021",4566.48
"10/26/2021",4574.79
"10/27/2021",4551.68
"10/28/2021",4596.42
"10/29/2021",4605.38
"11/01/2021",4613.67
"11/02/2021",4630.65
"11/03/2021",4660.57
"11/04/2021",4680.06
"11/05/2021",4697.53
"11/08/2021",4701.7
"11/09/2021",4685.25
"11/10/2021",4646.71
"11/11/2021",4649.27
"11/12/2021",4682.85
"11/15/2021",4682.8
"11/16/2021",4700.9
"11/17/2021",4688.67
"11/18/2021",4704.54
"11/19/2021",4697.96
"11/22/2021",4682.94
"11/23/2021",4690.7
"11/24/2021",4701.46
"11/26/2021",4594.62
"11/29/2021",4655.27
"11/30/2021",4567
"12/01/2021",4513.04
"12/02/2021",4577.1
"12/03/2021",4538.43
"12/06/2021",4591.67
"12/07/2021",4686.75
"12/08/2021",4701.21
"12/09/2021",4667.45
"12/10/2021",4712.02
"12/13/2021",4668.97
"12/14/2021",4634.09
"12/15/2021",4709.85
"12/16/2021",4668.67
"12/17/2021",4620.64
"12/20/2021",4568.02
"12/21/2021",4649.23
"12/22/2021",4696.56
"12/23/2021",4725.79
"12/27/2021",4791.19
"12/28/2021",4786.35
"12/29/2021",4793.06
"12/30/2021",4778.73
"12/31/2021",4766.18
"01/03/2022",4796.56
"01/04/2022",4793.54
"01/05/2022",4700.58
"01/06/2022",4696.05
"01/07/2022",4677.03
"01/10/2022",4670.29
"01/11/2022",4713.07
"01/12/2022",4726.35
"01/13/2022",4659.03
"01/14/2022",4662.85
"01/18/2022",4577.11
"01/19/2022",4532.76
"01/20/2022",4482.73
"01/21/2022",4397.94
"01/24/2022",4410.13
"01/25/2022",4356.45
"01/26/2022",4349.93
"01/27/2022",4326.51
"01/28/2022",4431.85
"01/31/2022",4515.55
"02/01/2022",4546.54
"02/02/2022",4589.38
"02/03/2022",4477.44
"02/04/2022",4500.53
"02/07/2022",4483.87
"02/08/2022",4521.54
"02/09/2022",4587.18
"02/10/2022",4504.08
"02/11/2022",4418.64
"02/14/2022",4401.67
"02/15/2022",4471.07
"02/16/2022",4475.01
"02/17/2022",4380.26
"02/18/2022",4348.87
"02/22/2022",4304.76
"02/23/2022",4225.5
"02/24/2022",4288.7
"02/25/2022",4384.65
"02/28/2022",4373.94
"03/01/2022",4306.26
"03/02/2022",4386.54
"03/03/2022",4363.49
"03/04/2022",4328.87
"03/07/2022",4201.09
"03/08/2022",4170.7
"03/09/2022",4277.88
"03/10/2022",4259.52
"03/11/2022",4204.31
"03/14/2022",4173.11
"03/15/2022",4262.45
"03/16/2022",4357.86
"03/17/2022",4411.67
"03/18/2022",4463.12
"03/21/2022",4461.18
"03/22/2022",4511.61
"03/23/2022",4456.24
"03/24/2022",4520.16
"03/25/2022",4543.06
"03/28/2022",4575.52
"03/29/2022",4631.6
"03/30/2022",4602.45
"03/31/2022",4530.41
"04/01/2022",4545.86
"04/04/2022",4582.64
"04/05/2022",4525.12
"04/06/2022",4481.15
"04/07/2022",4500.21
"04/08/2022",4488.28
"04/11/2022",4412.53
"04/12/2022",4397.45
"04/13/2022",4446.59
"04/14/2022",4392.59
"04/18/2022",4391.69
"04/19/2022",4462.21
"04/20/2022",4459.45
"04/21/2022",4393.66
"04/22/2022",4271.78
"04/25/2022",4296.12
"04/26/2022",4175.2
"04/27/2022",4183.96
"04/28/2022",4287.5
"04/29/2022",4131.93
"05/02/2022",4155.38
"05/03/2022",4175.48
"05/04/2022",4300.17
"05/05/2022",4146.87
"05/06/2022",4123.34
"05/09/2022",3991.24
"05/10/2022",4001.05
"05/11/2022",3935.18
"05/12/2022",3930.08
"05/13/2022",4023.89
"05/16/2022",4008.01
"05/17/2022",4088.85
"05/18/2022",3923.68
"05/19/2022",3900.79
"05/20/2022",3901.36
"05/23/2022",3973.75
"05/24/2022",3941.48
"05/25/2022",3978.73
"05/26/2022",4057.84
"05/27/2022",4158.24
"05/31/2022",4132.15
"06/01/2022",4101.23
"06/02/2022",4176.82
"06/03/2022",4108.54
"06/06/2022",4121.43
"06/07/2022",4160.68
"06/08/2022",4115.77
"06/09/2022",4017.82
"06/10/2022",3900.86
"06/13/2022",3749.63
"06/14/2022",3735.48
"06/15/2022",3789.99
"06/16/2022",3666.77
"06/17/2022",3674.84
"06/21/2022",3764.79
"06/22/2022",3759.89
"06/23/2022",3795.73
"06/24/2022",3911.74
"06/27/2022",3900.11
"06/28/2022",3821.55
"06/29/2022",3818.83
"06/30/2022",3785.38
"07/01/2022",3825.33
"07/05/2022",3831.39
"07/06/2022",3845.08
"07/07/2022",3902.62
"07/08/2022",3899.38
"07/11/2022",3854.43
"07/12/2022",3818.8
"07/13/2022",3801.78
"07/14/2022",3790.38
"07/15/2022",3863.16
"07/18/2022",3830.85
"07/19/2022",3936.69
"07/20/2022",3959.9
"07/21/2022",3998.95
"07/22/2022",3961.63
"07/25/2022",3966.84
"07/26/2022",3921.05
"07/27/2022",4023.61
"07/28/2022",4072.43
"07/29/2022",4130.29
"08/01/2022",4118.63
"08/02/2022",4091.19
"08/03/2022",4155.17
"08/04/2022",4151.94
"08/05/2022",4145.19
"08/08/2022",4140.06
"08/09/2022",4122.47
"08/10/2022",4210.24
"08/11/2022",4207.27
"08/12/2022",4280.15
"08/15/2022",4297.14
"08/16/2022",4305.2
"08/17/2022",4274.04
"08/18/2022",4283.74
"08/19/2022",4228.48
"08/22/2022",4137.99
"08/23/2022",4128.73
"08/24/2022",4140.77
"08/25/2022",4199.12
"08/26/2022",4057.66
"08/29/2022",4030.61
"08/30/2022",3986.16
"08/31/2022",3955
"09/01/2022",3966.85
"09/02/2022",3924.26
"09/06/2022",3908.19
"09/07/2022",3979.87
"09/08/2022",4006.18
"09/09/2022",4067.36
"09/12/2022",4110.41
"09/13/2022",3932.69
"09/14/2022",3946.01
"09/15/2022",3901.35
"09/16/2022",3873.33
"09/19/2022",3899.89
"09/20/2022",3855.93
"09/21/2022",3789.93
"09/22/2022",3757.99
"09/23/2022",3693.23
"09/26/2022",3655.04
"09/27/2022",3647.29
"09/28/2022",3719.04
"09/29/2022",3640.47
"09/30/2022",3585.62
"10/03/2022",3678.43
"10/04/2022",3790.93
"10/05/2022",3783.28
"10/06/2022",3744.52
"10/07/2022",3639.66
"10/10/2022",3612.39
"10/11/2022",3588.84
"10/12/2022",3577.03
"10/13/2022",3669.91
"10/14/2022",3583.07
"10/17/2022",3677.95
"10/18/2022",3719.98
"10/19/2022",3695.16
"10/20/2022",3665.78
"10/21/2022",3752.75
"10/24/2022",3797.34
"10/25/2022",3859.11
"10/26/2022",3830.6
"10/27/2022",3807.3
"10/28/2022",3901.06
"10/31/2022",3871.98
"11/01/2022",3856.1
"11/02/2022",3759.69
"11/03/2022",3719.89
"11/04/2022",3770.55
"11/07/2022",3806.8
"11/08/2022",3828.11
"11/09/2022",3748.57
"11/10/2022",3956.37
"11/11/2022",3992.93
"11/14/2022",3957.25
"11/15/2022",3991.73
"11/16/2022",3958.79
"11/17/2022",3946.56
"11/18/2022",3965.34
"11/21/2022",3949.94
"11/22/2022",4003.58
"11/23/2022",4027.26
"11/25/2022",4026.12
"11/28/2022",3963.94
"11/29/2022",3957.63
"11/30/2022",4080.11
"12/01/2022",4076.57
"12/02/2022",4071.7
"12/05/2022",3998.84
"12/06/2022",3941.26
"12/07/2022",3933.92
"12/08/2022",3963.51
"12/09/2022",3934.38
"12/12/2022",3990.56
"12/13/2022",4019.65
"12/14/2022",3995.32
"12/15/2022",3895.75
"12/16/2022",3852.36
"12/19/2022",3817.66
"12/20/2022",3821.62
"12/21/2022",3878.44
"12/22/2022",3822.39
"12/23/2022",3844.82
"12/27/2022",3829.25
"12/28/2022",3783.22
"12/29/2022",3849.28
"12/30/2022",3839.5
"12/31/2022",3839.5
"01/03/2023",3824.14
"01/04/2023",3852.97
"01/05/2023",3808.1
"01/06/2023",3895.08
"01/09/2023",3892.09
"01/10/2023",3919.25
"01/11/2023",3969.61
"01/12/2023",3983.17
"01/13/2023",3999.09
"01/17/2023",3990.97
"01/18/2023",3928.86
"01/19/2023",3898.85
"01/20/2023",3972.61
"01/23/2023",4019.81
"01/24/2023",4016.95
"01/25/2023",4016.22
"01/26/2023",4060.43
"01/27/2023",4070.56
"01/30/2023",4017.77
"01/31/2023",4076.6
"02/01/2023",4119.21
"02/02/2023",4179.76
"02/03/2023",4136.48
"02/06/2023",4111.08
"02/07/2023",4164
"02/08/2023",4117.86
"02/09/2023",4081.5
"02/10/2023",4090.46
"02/13/2023",4137.29
"02/14/2023",4136.13
"02/15/2023",4147.6
"02/16/2023",4090.41
"02/17/2023",4079.09
"02/21/2023",3997.34
"02/22/2023",3991.05
"02/23/2023",4012.32
"02/24/2023",3970.04
"02/27/2023",3982.24
"02/28/2023",3970.15
"03/01/2023",3951.39
"03/02/2023",3981.35
"03/03/2023",4045.64
"03/06/2023",4048.42
"03/07/2023",3986.37
"03/08/2023",3992.01
"03/09/2023",3918.32
"03/10/2023",3861.59
"03/13/2023",3855.76
"03/14/2023",3919.29
"03/15/2023",3891.93
"03/16/2023",3960.28
"03/17/2023",3916.64
"03/20/2023",3951.57
"03/21/2023",4002.87
"03/22/2023",3936.97
"03/23/2023",3948.72
"03/24/2023",3970.99
"03/27/2023",3977.53
"03/28/2023",3971.27
"03/29/2023",4027.81
"03/30/2023",4050.83
"03/31/2023",4109.31
"04/03/2023",4124.51
"04/04/2023",4100.6
"04/05/2023",4090.38
"04/06/2023",4105.02
"04/10/2023",4109.11
"04/11/2023",4108.94
"04/12/2023",4091.95
"04/13/2023",4146.22
"04/14/2023",4137.64
"04/17/2023",4151.32
"04/18/2023",4154.87
"04/19/2023",4154.52
"04/20/2023",4129.79
"04/21/2023",4133.52
"04/24/2023",4137.04
"04/25/2023",4071.63
"04/26/2023",4055.99
"04/27/2023",4135.35
"04/28/2023",4169.48
"05/01/2023",4167.87
"05/02/2023",4119.58
"05/03/2023",4090.75
"05/04/2023",4061.22
"05/05/2023",4136.25
"05/08/2023",4138.12
"05/09/2023",4119.17
"05/10/2023",4137.64
"05/11/2023",4130.62
"05/12/2023",4124.08
"05/15/2023",4136.28
"05/16/2023",4109.9
"05/17/2023",4158.77
"05/18/2023",4198.05
"05/19/2023",4191.98
"05/22/2023",4192.63
"05/23/2023",4145.58
"05/24/2023",4115.24
"05/25/2023",4151.28
"05/26/2023",4205.45
"05/30/2023",4205.52
"05/31/2023",4179.83
"06/01/2023",4221.02
"06/02/2023",4282.37
"06/05/2023",4273.79
"06/06/2023",4283.85
"06/07/2023",4267.52
"06/08/2023",4293.93
"06/09/2023",4298.86
"06/12/2023",4338.93
"06/13/2023",4369.01
"06/14/2023",4372.59
"06/15/2023",4425.84
"06/16/2023",4409.59
"06/20/2023",4388.71
"06/21/2023",4365.69
"06/22/2023",4381.89
"06/23/2023",4348.33
"06/26/2023",4328.82
"06/27/2023",4378.41
"06/28/2023",4376.86
"06/29/2023",4396.44
"06/30/2023",4450.38
"07/03/2023",4455.59
"07/05/2023",4446.82
"07/06/2023",4411.59
"07/07/2023",4398.95
"07/10/2023",4409.53
"07/11/2023",4439.26
"07/12/2023",4472.16
"07/13/2023",4510.04
"07/14/2023",4505.42
"07/17/2023",4522.79
"07/18/2023",4554.98
"07/19/2023",4565.72
"07/20/2023",4534.87
"07/21/2023",4536.34
"07/24/2023",4554.64
"07/25/2023",4567.46
"07/26/2023",4566.75
"07/27/2023",4537.41
"07/28/2023",4582.23
"07/31/2023",4588.96
"08/01/2023",4576.73
"08/02/2023",4513.39
"08/03/2023",4501.89
"08/04/2023",4478.03
"08/07/2023",4518.44
"08/08/2023",4499.38
"08/09/2023",4467.71
"08/10/2023",4468.83
"08/11/2023",4464.05
"08/14/2023",4489.72
"08/15/2023",4437.86
"08/16/2023",4404.33
"08/17/2023",4370.36
"08/18/2023",4369.71
"08/21/2023",4399.77
"08/22/2023",4387.55
"08/23/2023",4436.01
"08/24/2023",4376.31
"08/25/2023",4405.71
"08/28/2023",4433.31
"08/29/2023",4497.63
"08/30/2023",4514.87
"08/31/2023",4507.66
"09/01/2023",4515.77
"09/05/2023",4496.83
"09/06/2023",4465.48
"09/07/2023",4451.14
"09/08/2023",4457.49
"09/11/2023",4487.46
"09/12/2023",4461.9
"09/13/2023",4467.44
"09/14/2023",4505.1
"09/15/2023",4450.32
"09/18/2023",4453.53
"09/19/2023",4443.95
"09/20/2023",4402.2
"09/21/2023",4330
"09/22/2023",4320.06
"09/25/2023",4337.44
"09/26/2023",4273.53
"09/27/2023",4274.51
"09/28/2023",4299.7
"09/29/2023",4288.05
"10/02/2023",4288.39
"10/03/2023",4229.45
"10/04/2023",4263.75
"10/05/2023",4258.19
"10/06/2023",4308.5
"10/09/2023",4335.66
"10/10/2023",4358.24
"10/11/2023",4376.95
"10/12/2023",4349.61
"10/13/2023",4327.78
"10/16/2023",4373.63
"10/17/2023",4373.2
"10/18/2023",4314.6
"10/19/2023",4278
"10/20/2023",4224.16
"10/23/2023",4217.04
"10/24/2023",4247.68
"10/25/2023",4186.77
"10/26/2023",4137.23
"10/27/2023",4117.37
"10/30/2023",4166.82
"10/31/2023",4193.8
"11/01/2023",4237.86
"11/02/2023",4317.78
"11/03/2023",4358.34
"11/06/2023",4365.98
"11/07/2023",4378.38
"11/08/2023",4382.78
"11/09/2023",4347.35
"11/10/2023",4415.24
"11/13/2023",4411.55
"11/14/2023",4495.7
"11/15/2023",4502.88
"11/16/2023",4508.24
"11/17/2023",4514.02
"11/20/2023",4547.38
"11/21/2023",4538.19
"11/22/2023",4556.62
"11/24/2023",4559.34
"11/27/2023",4550.43
"11/28/2023",4554.89
"11/29/2023",4550.58
"11/30/2023",4567.8
"12/01/2023",4594.63
"12/04/2023",4569.78
"12/05/2023",4567.18
"12/06/2023",4549.34
"12/07/2023",4585.59
"12/08/2023",4604.37
"12/11/2023",4622.44
"12/12/2023",4643.7
"12/13/2023",4707.09
"12/14/2023",4719.55
"12/15/2023",4719.19
"12/18/2023",4740.56
"12/19/2023",4768.37
"12/20/2023",4698.35
"12/21/2023",4746.75
"12/22/2023",4754.63
"12/26/2023",4774.75
"12/27/2023",4781.58
"12/28/2023",4783.35
"12/29/2023",4769.83
"01/02/2024",4742.83
"01/03/2024",4704.81
"01/04/2024",4688.68
"01/05/2024",4697.24
"01/08/2024",4763.54
"01/09/2024",4756.5
"01/10/2024",4783.45
"01/11/2024",4780.24
"01/12/2024",4783.83
"01/16/2024",4765.98
"01/17/2024",4739.21
"01/18/2024",4780.94
"01/19/2024",4839.81
"01/22/2024",4850.43
"01/23/2024",4864.6
"01/24/2024",4868.55
"01/25/2024",4894.16
"01/26/2024",4890.97
"01/29/2024",4927.93
"01/30/2024",4924.97
"01/31/2024",4845.65
"02/01/2024",4906.19
"02/02/2024",4958.61
"02/05/2024",4942.81
"02/06/2024",4954.23
"02/07/2024",4995.06
"02/08/2024",4997.91
"02/09/2024",5026.61
"02/12/2024",5021.84
"02/13/2024",4953.17
"02/14/2024",5000.62
"02/15/2024",5029.73
"02/16/2024",5005.57
"02/20/2024",4975.51
"02/21/2024",4981.8
"02/22/2024",5087.03
"02/23/2024",5088.8
"02/26/2024",5069.53
"02/27/2024",5078.18
"02/28/2024",5069.76
"02/29/2024",5096.27
"03/01/2024",5137.08
"03/04/2024",5130.95
"03/05/2024",5078.65
"03/06/2024",5104.76
"03/07/2024",5157.36
"03/08/2024",5123.69
"03/11/2024",5117.94
"03/12/2024",5175.27
"03/13/2024",5165.31
"03/14/2024",5150.48
"03/15/2024",5117.09
"03/18/2024",5149.42
"03/19/2024",5178.51
"03/20/2024",5224.62
"03/21/2024",5241.53
"03/22/2024",5234.18
"03/25/2024",5218.19
"03/26/2024",5203.58
"03/27/2024",5248.49
"03/28/2024",5254.35
"04/01/2024",5243.77
"04/02/2024",5205.81
"04/03/2024",5211.49
"04/04/2024",5147.21
"04/05/2024",5204.34
"04/08/2024",5202.39
"04/09/2024",5209.91
"04/10/2024",5160.64
"04/11/2024",5199.06
"04/12/2024",5123.41
"04/15/2024",5061.82
"04/16/2024",5051.41
"04/17/2024",5022.21
"04/18/2024",5011.12
"04/19/2024",4967.23
"04/22/2024",5010.6
"04/23/2024",5070.55
"04/24/2024",5071.63
"04/25/2024",5048.42
"04/26/2024",5099.96
"04/29/2024",5116.17
"04/30/2024",5035.69
"05/01/2024",5018.39
"05/02/2024",5064.2
"05/03/2024",5127.79
"05/06/2024",5180.74
"05/07/2024",5187.7
"05/08/2024",5187.67
"05/09/2024",5214.08
"05/10/2024",5222.68
"05/13/2024",5221.42
"05/14/2024",5246.68
"05/15/2024",5308.15
"05/16/2024",5297.1
"05/17/2024",5303.27
"05/20/2024",5308.13
"05/21/2024",5321.41
"05/22/2024",5307.01
"05/23/2024",5267.84
"05/24/2024",5304.72
"05/28/2024",5306.04
"05/29/2024",5266.95
"05/30/2024",5235.48
"05/31/2024",5277.51
"06/03/2024",5283.4
"06/04/2024",5291.34
"06/05/2024",5354.03
"06/06/2024",5352.96
"06/07/2024",5346.99
"06/10/2024",5360.79
